id_destination,name,categories,description,address,type,estimated_price_euro,price_range,latitude,longitude
73036cda-9134-46fc-a2c6-807782d59dfb,Télécabine Peak 2 Peak,"[""aventure"", ""nature""]","Montez à bord de la spectaculaire télécabine Peak 2 Peak, reliant les sommets de Whistler et Blackcomb. Profitez de vues panoramiques à 360 degrés sur les glaciers, les volcans et les forêts alpines. Une prouesse d'ingénierie offrant une perspective inégalée sur le paysage majestueux de la Colombie-Britannique, été comme hiver. Des cabines à fond de verre sont disponibles.","L'accès se fait via les remontées mécaniques de Whistler ou Blackcomb, Whistler, BC, Canada",Télécabine panoramique,65.0,€€€,50.1077,-122.958
73036cda-9134-46fc-a2c6-807782d59dfb,Promenade du Village de Whistler,"[""urbain"", ""gastronomie""]","Flânez le long de la charmante Promenade du Village, un espace piétonnier animé au cœur de Whistler. Découvrez des boutiques uniques, des galeries d'art et une multitude de restaurants et cafés pour tous les goûts. Imprégnez-vous de l'ambiance vibrante de la station, parfaite pour les repas, le shopping et les événements locaux toute l'année.","Village Stroll, Whistler, BC V8E 0K1, Canada",Zone piétonne / Village,0.0,€,50.1171,-122.9543
3872c9c0-6b6e-49e1-9743-f46bfe591b86,Callejón del Beso,"[""culture"", ""urbain""]","Ce célèbre passage étroit est imprégné d'une légende romantique de deux amants. Les couples viennent s'y embrasser sur le troisième échelon pour s'assurer sept ans de bonheur. Son charme intime et ses balcons fleuris en font un lieu incontournable pour les amoureux et les curieux, offrant une immersion unique dans le folklore local.","Callejón del Beso, Zona Centro, Guanajuato, Gto., Mexique",Allée historique,0.0,Gratuit,21.0189,-101.2541
3872c9c0-6b6e-49e1-9743-f46bfe591b86,Théâtre Juárez,"[""culture"", ""urbain""]","Joyau architectural de Guanajuato, le Théâtre Juárez est un magnifique édifice de style néoclassique et Art nouveau. Inauguré en 1903, il accueille aujourd'hui des spectacles de musique, de danse et de théâtre. Son intérieur somptueux, avec ses boiseries fines et sa décoration riche, offre une expérience culturelle et visuelle inoubliable, témoignant de l'élégance du Porfiriato.","De Sopena 10, Zona Centro, 36000 Guanajuato, Gto., Mexique",Théâtre,3.0,€,21.0181,-101.2546
3872c9c0-6b6e-49e1-9743-f46bfe591b86,Musée des Momies de Guanajuato,"[""culture"", ""urbain""]","Ce musée singulier abrite une collection de momies naturelles, découvertes dans le cimetière de Santa Paula lors d'exhumations au 19ème siècle. Ces corps momifiés de manière naturelle, parfois encore vêtus, offrent une perspective unique et fascinante sur l'histoire et les coutumes funéraires de la région. Une expérience mémorable bien que macabre.","Explanada del Panteón Municipal s/n, Panteón Municipal, 36050 Guanajuato, Gto., Mexique",Musée,3.5,€,21.0263,-101.2612
3872c9c0-6b6e-49e1-9743-f46bfe591b86,Monument au Pípila,"[""culture"", ""urbain"", ""aventure""]","Érigé en l'honneur de Juan José de los Reyes Martínez 'El Pípila', héros de l'Indépendance mexicaine, ce monument offre la plus spectaculaire vue panoramique sur la ville colorée de Guanajuato. Accessible en funiculaire ou à pied, c'est l'endroit idéal pour admirer les ruelles labyrinthiques et les édifices coloniaux, surtout au coucher du soleil.","Ladera del Cerro de San Miguel, Zona Centro, 36000 Guanajuato, Gto., Mexique",Monument / Point de vue,0.0,Gratuit,21.0177,-101.2505
3872c9c0-6b6e-49e1-9743-f46bfe591b86,Jardin de l'Union,"[""urbain"", ""culture"", ""nature""]","Le cœur battant de Guanajuato, le Jardin de l'Union est une place charmante bordée d'arbres taillés en éventail, de cafés animés et de restaurants élégants. C'est un lieu de rencontre privilégié, où l'on peut écouter des mariachis, observer la vie locale et se détendre. Idéal pour s'imprégner de l'atmosphère vibrante de la ville.","Zona Centro, 36000 Guanajuato, Gto., Mexique",Place publique / Parc,0.0,Gratuit,21.0179,-101.2552
e1ebc1b6-8798-422d-847a-22016faff3fd,Monument sous-marin (Kapal Selam),"[""culture"", ""urbain"", ""aventure""]","Ce monument unique abrite un véritable sous-marin de guerre russe, le KRI Pasopati 410, transformé en musée. Les visiteurs peuvent explorer son intérieur étroit, découvrant la vie des marins et l'histoire navale indonésienne. Une expérience éducative fascinante pour tous les âges, offrant un aperçu rare de la technologie sous-marine et du patrimoine militaire de l'Indonésie.","Jl. Pemuda No.39, Embong Kaliasin, Kec. Genteng, Kota SBY, Jawa Timur 60271, Indonésie","Monument, Musée",1.5,€,-7.26,112.748
e1ebc1b6-8798-422d-847a-22016faff3fd,Maison Sampoerna,"[""culture"", ""urbain""]","Ancienne usine de production de cigarettes kretek, reconvertie en un musée élégant. Découvrez l'histoire de la famille Sampoerna et l'artisanat traditionnel de la cigarette indonésienne. Le musée propose des expositions interactives, des démonstrations de roulage de cigarettes et une charmante boutique. Une immersion culturelle et historique offrant un aperçu fascinant de l'héritage industriel de Surabaya.","Taman Sampoerna No.6, Krembangan Utara, Kec. Pabean Cantian, Kota SBY, Jawa Timur 60163, Indonésie","Musée, Patrimoine industriel",0.0,Gratuit,-7.234,112.732
e1ebc1b6-8798-422d-847a-22016faff3fd,Zoo de Surabaya (Kebun Binatang Surabaya),"[""nature"", ""aventure"", ""urbain""]","L'un des plus grands zoos d'Asie du Sud-Est, abritant une vaste collection d'animaux, incluant des espèces rares et menacées comme le dragon de Komodo et le tigre de Sumatra. Le zoo offre une opportunité unique de se connecter avec la faune dans un environnement urbain. Idéal pour les familles et les amoureux de la nature, c'est une attraction éducative et divertissante.","Jl. Setail No.1, Darmo, Kec. Wonokromo, Kota SBY, Jawa Timur 60241, Indonésie","Zoo, Parc Animalier",2.5,€,-7.294,112.737
e1ebc1b6-8798-422d-847a-22016faff3fd,Monument des Héros (Tugu Pahlawan),"[""culture"", ""urbain""]","Érigé pour commémorer la bataille décisive de Surabaya en 1945, ce monument emblématique est un puissant symbole de la résistance indonésienne. Le site inclut un musée souterrain qui retrace les événements marquants de la révolution et le rôle de la ville. Un lieu de mémoire essentiel pour comprendre l'histoire de l'indépendance de l'Indonésie et son héritage.","Jl. Pahlawan, Alun-alun Contong, Kec. Bubutan, Kota SBY, Jawa Timur 60174, Indonésie","Monument, Site historique",0.5,Gratuit,-7.247,112.736
e1ebc1b6-8798-422d-847a-22016faff3fd,Marché Atom (Pasar Atom),"[""gastronomie"", ""urbain"", ""culture""]","Un marché traditionnel et moderne à plusieurs étages, réputé pour sa street food et ses produits locaux variés. Explorez les allées animées, dégustez des spécialités indonésiennes authentiques comme le lontong balap et le sate, et trouvez des vêtements, des bijoux ou des souvenirs uniques. Une immersion vibrante et sensorielle dans la vie quotidienne et la gastronomie de Surabaya.","Jl. Bunguran No.45, Bongkaran, Kec. Pabean Cantian, Kota SBY, Jawa Timur 66299, Indonésie","Marché, Expérience culinaire",7.0,€,-7.236,112.741
26bd92cc-1bd7-46bc-a132-9c227115194a,Musée National du Groenland,"[""culture"", ""urbain""]","Plongez dans l'histoire fascinante du Groenland au Musée National. Découvrez des artefacts inuits millénaires, des momies de Qilakitsoq remarquablement conservées, et des expositions sur l'archéologie, la culture et l'art groenlandais. Une immersion essentielle pour comprendre l'identité unique de l'île.","Hans Egedes Vej 8, 3900 Nuuk, Groenland",Musée,7.0,€,64.1783,-51.7411
26bd92cc-1bd7-46bc-a132-9c227115194a,Cathédrale de Nuuk (Église de Notre Sauveur),"[""culture"", ""urbain""]","Admirez la charmante Cathédrale de Nuuk, une structure rouge emblématique datant de 1849, située sur une colline surplombant le port. Son architecture simple mais distinctive et son intérieur paisible offrent un aperçu de l'héritage religieux danois et groenlandais. Un point de repère photogénique.","Hans Egedesvej 4, 3900 Nuuk, Groenland",Cathédrale/Monument,0.0,Gratuit,64.1772,-51.737
26bd92cc-1bd7-46bc-a132-9c227115194a,Musée d'Art de Nuuk,"[""culture"", ""urbain""]","Explorez la richesse de l'art groenlandais au Musée d'Art de Nuuk. La collection présente des œuvres d'artistes groenlandais et danois, allant des peintures et sculptures modernes aux créations traditionnelles, reflétant l'histoire, la nature et la vie quotidienne du pays. Une expérience culturelle intime.","Kissarneqqortuunnguaq 15, 3900 Nuuk, Groenland",Musée,7.0,€,64.179,-51.724
26bd92cc-1bd7-46bc-a132-9c227115194a,Excursion en bateau dans le fjord de Nuuk,"[""nature"", ""aventure""]","Embarquez pour une inoubliable excursion en bateau dans le vaste système de fjords de Nuuk. Que ce soit pour l'observation des baleines en été, la chasse aux aurores boréales en hiver, ou simplement admirer les paysages majestueux, les icebergs et les falaises escarpées, c'est une immersion totale dans la nature arctique.","Départ du port de Nuuk, 3900 Nuuk, Groenland",Excursion/Tour,120.0,€€€,64.1766,-51.7359
26bd92cc-1bd7-46bc-a132-9c227115194a,Dîner au restaurant Qooqqut Nuan,"[""gastronomie"", ""nature"", ""aventure""]","Vivez une expérience culinaire unique au restaurant Qooqqut Nuan, niché au cœur d'un fjord isolé. Accessible uniquement en bateau, dégustez des plats frais, souvent préparés avec vos propres prises de pêche. C'est une combinaison parfaite de gastronomie locale et d'une aventure pittoresque à travers les paysages époustouflants du fjord.","Départ du port de Nuuk pour le transfert en bateau, 3900 Nuuk, Groenland",Restaurant/Expérience culinaire,150.0,€€€€,64.1766,-51.7359
20f80ed8-ce7f-43ad-a34d-a0cb156f5d4e,Église du Christ (Christuskirche),"[""culture"", ""urbain""]","Cette église luthérienne historique est un emblème de Windhoek. Construite en 1910, son architecture gothique, art nouveau et néo-romane, avec sa flèche en grès rose, la rend unique. Elle commémore la paix entre les Allemands, les Herero et les Nama. Un site incontournable offrant une vue magnifique sur la ville et un aperçu de l'histoire coloniale namibienne.","Robert Mugabe Avenue, Windhoek, Namibie",Monument,0.0,Gratuit,-22.5601,17.0869
20f80ed8-ce7f-43ad-a34d-a0cb156f5d4e,Musée Mémorial de l'Indépendance,"[""culture"", ""urbain""]","Ce musée moderne retrace l'histoire de la lutte de la Namibie pour l'indépendance et le rôle de l'apartheid. Il abrite des expositions poignantes, des photographies et des artefacts documentant le chemin vers la liberté. Au sommet, un restaurant offre une vue panoramique sur la ville, combinant histoire et beauté. Un lieu essentiel pour comprendre la nation.","Robert Mugabe Avenue, Windhoek, Namibie",Musée,0.0,Gratuit,-22.5605,17.0877
20f80ed8-ce7f-43ad-a34d-a0cb156f5d4e,Vieille Forteresse (Musée National de Namibie),"[""culture"", ""urbain""]","La Vieille Forteresse, construite en 1890, est le plus ancien bâtiment de Windhoek. Elle abrite aujourd'hui une partie du Musée National de Namibie, présentant des expositions sur l'histoire naturelle, l'archéologie et l'ethnologie du pays. Bien que le bâtiment principal soit en rénovation, le site reste un témoignage historique crucial de l'ère coloniale allemande.","Robert Mugabe Avenue, Windhoek, Namibie",Musée,0.0,Gratuit,-22.5612,17.0883
20f80ed8-ce7f-43ad-a34d-a0cb156f5d4e,Joe's Beerhouse,"[""gastronomie"", ""vie nocturne"", ""urbain""]","Joe's Beerhouse est une institution emblématique de Windhoek, célèbre pour son ambiance unique et sa cuisine namibienne authentique. Les convives peuvent déguster des plats de gibier local, de la bière artisanale et une variété de spécialités dans un décor excentrique rempli d'objets éclectiques. C'est l'endroit parfait pour une soirée mémorable et une immersion culturelle culinaire.","160 Nelson Mandela Avenue, Eros, Windhoek, Namibie",Restaurant,25.0,€€,-22.5404,17.0784
20f80ed8-ce7f-43ad-a34d-a0cb156f5d4e,Jardins du Parlement (Tintenpalast),"[""nature"", ""urbain"", ""culture""]","Entourant le Tintenpalast, le bâtiment du Parlement de Namibie, ces jardins luxuriants offrent une oasis de paix au cœur de Windhoek. Parfaits pour une promenade relaxante, ils sont ornés de monuments commémoratifs et de statues. C'est un lieu populaire pour les habitants et les visiteurs cherchant à échapper à l'agitation urbaine, tout en admirant l'architecture historique.","Robert Mugabe Avenue, Windhoek, Namibie",Jardin Public,0.0,Gratuit,-22.562,17.088
0dae5759-947a-40c9-aaea-e2e647f1061e,Musée Bob Marley,"[""culture"", ""urbain""]","Explorez l'ancienne maison et le studio d'enregistrement de la légende du reggae, Bob Marley. Plongez dans sa vie, sa musique et son héritage à travers des artefacts personnels, des photos et des expositions interactives. Un pèlerinage incontournable pour les fans et une immersion profonde dans l'âme musicale de la Jamaïque.","56 Hope Rd, Kingston, Jamaïque",Musée,28.0,€€,18.0178,-76.7863
0dae5759-947a-40c9-aaea-e2e647f1061e,Maison Devon,"[""culture"", ""gastronomie"", ""urbain""]","Visitez ce magnifique manoir du XIXe siècle, un joyau architectural victorien. Flânez dans les jardins luxuriants, dégustez des glaces artisanales renommées (Devon House I-Scream) et découvrez l'histoire coloniale de la Jamaïque. Un lieu élégant pour se détendre et s'offrir une pause gourmande et rafraîchissante.","26 Hope Rd, Kingston, Jamaïque",Monument historique,12.0,€,18.0067,-76.7865
0dae5759-947a-40c9-aaea-e2e647f1061e,Galerie Nationale de la Jamaïque,"[""culture"", ""urbain""]","Découvrez la plus ancienne et la plus grande galerie d'art public des Caraïbes anglophones. Elle abrite une collection impressionnante d'art jamaïcain, de l'ancien au contemporain, y compris des œuvres d'artistes majeurs comme Edna Manley et Barrington Watson. Un aperçu essentiel de l'expression créative et de l'âme artistique de l'île.","12 Ocean Blvd, Kingston, Jamaïque",Musée d'art,8.0,€,17.9734,-76.7942
0dae5759-947a-40c9-aaea-e2e647f1061e,Jardins Botaniques et Zoo de Hope,"[""nature"", ""urbain"", ""bien-être""]","Échappez à l'agitation de la ville dans ces vastes jardins botaniques, les plus grands des Caraïbes. Admirez une incroyable diversité de flore tropicale et explorez le petit zoo attenant. Idéal pour une promenade relaxante, un pique-nique ou une journée en famille au cœur de la nature luxuriante et apaisante de Kingston.","Old Hope Rd, Kingston, Jamaïque",Jardin botanique,7.0,€,18.0384,-76.749
0dae5759-947a-40c9-aaea-e2e647f1061e,Port Royal,"[""culture"", ""aventure"", ""urbain""]",Explorez l'ancienne ,"Port Royal, Kingston, Jamaïque",Site historique,18.0,€€,17.936,-76.837
4e2d3678-bbb3-428e-a1df-0ba956ef3c77,Forteresse de Palamède,"[""culture"", ""urbain"", ""aventure""]","Explorez l'impressionnante forteresse vénitienne de Palamède, perchée au-dessus de Nauplie. Ses 999 marches mènent à des vues panoramiques spectaculaires sur la ville et la baie. Un site historique incontournable, témoin d'un riche passé, offrant des opportunités de photos uniques et une ascension mémorable pour les amateurs d'histoire et de paysages.","Nauplie 211 00, Grèce",Forteresse,8.0,€,37.5659,22.8068
4e2d3678-bbb3-428e-a1df-0ba956ef3c77,Château de Bourtzi,"[""culture"", ""urbain"", ""nature""]","Admirez le pittoresque château de Bourtzi, situé sur un îlot au milieu du port de Nauplie. Accessible en bateau, cette forteresse vénitienne servait autrefois de prison et de résidence. Son architecture charmante et son cadre maritime en font un symbole emblématique de la ville, parfait pour des photos et pour découvrir une part unique de son histoire.","Port de Nauplie, Nauplie 211 00, Grèce",Château,5.0,€,37.5684,22.7981
4e2d3678-bbb3-428e-a1df-0ba956ef3c77,Musée Archéologique de Nauplie,"[""culture"", ""urbain""]","Plongez dans l'histoire antique de l'Argolide au Musée Archéologique de Nauplie, abrité dans l'impressionnant bâtiment vénitien de la caserne. Il présente des artefacts fascinants de la Préhistoire à l'Antiquité tardive, y compris des découvertes mycéniennes. Une visite essentielle pour comprendre le passé glorieux de la région et ses civilisations.","Place Syntagma, Nauplie 211 00, Grèce",Musée,6.0,€,37.5649,22.8
4e2d3678-bbb3-428e-a1df-0ba956ef3c77,Plage d'Arvanitia,"[""plages"", ""nature"", ""bien-être""]","Profitez du soleil méditerranéen et des eaux cristallines à la plage d'Arvanitia, une petite crique pittoresque juste en dessous de la ville. Facilement accessible à pied depuis le centre, elle offre un cadre idyllique pour la baignade et la détente. Idéale pour une pause rafraîchissante avec vue sur la mer Égée et les remparts de la ville.","Arvanitias, Nauplie 211 00, Grèce",Plage,0.0,Gratuit,37.5606,22.7984
4e2d3678-bbb3-428e-a1df-0ba956ef3c77,Vieille Ville de Nauplie,"[""urbain"", ""culture"", ""gastronomie""]","Flânez dans les ruelles pavées de la charmante Vieille Ville de Nauplie, imprégnée d'histoire vénitienne et ottomane. Admirez l'architecture néoclassique, découvrez des boutiques artisanales, des cafés pittoresques et des tavernes traditionnelles. Un lieu vibrant pour se perdre, savourer la cuisine locale et ressentir l'âme de cette magnifique cité portuaire.","Vieille Ville de Nauplie, Nauplie 211 00, Grèce",Quartier Historique,25.0,€€,37.565,22.801
b78d096a-87d0-4010-baac-e4879cab6aa9,Forteresse de Narikala,"[""culture"", ""urbain"", ""aventure""]","Explorez l'ancienne Forteresse de Narikala, symbole emblématique de Tbilissi, offrant des vues panoramiques époustouflantes sur la ville, la rivière Koura et les montagnes environnantes. Accessible à pied ou en téléphérique, c'est un voyage fascinant à travers l'histoire géorgienne, avec ses murs et tours médiévales bien conservés.","Narikala, Tbilisi, Géorgie","Monument, Site historique",2.5,€,41.6888,44.8078
b78d096a-87d0-4010-baac-e4879cab6aa9,Vieille Ville de Tbilissi,"[""culture"", ""urbain"", ""gastronomie""]","Flânez dans les ruelles pavées de la Vieille Ville de Tbilissi, un labyrinthe charmant d'histoire et de culture. Admirez l'architecture éclectique, des balcons en bois colorés aux églises anciennes. Découvrez les célèbres bains de soufre, les boutiques d'artisanat local et les restaurants traditionnels, offrant une immersion complète dans l'âme de la capitale géorgienne.","Abanotubani, Tbilisi, Géorgie","Quartier historique, Site touristique",15.0,€€,41.6917,44.8058
b78d096a-87d0-4010-baac-e4879cab6aa9,Cathédrale de la Sainte Trinité de Tbilissi (Sameba),"[""culture"", ""urbain""]","Admirez la majestueuse Cathédrale de la Sainte Trinité, ou Sameba, l'une des plus grandes églises orthodoxes au monde. Son architecture grandiose et dorée domine le paysage urbain. Explorez son intérieur richement décoré, ses icônes et ses fresques. C'est un lieu de sérénité et un chef-d'œuvre architectural moderne, offrant une vue imprenable sur la ville.","Évêque Petre Kavtaradze rue, Tbilisi, Géorgie","Cathédrale, Monument religieux",0.0,Gratuit,41.6974,44.8181
b78d096a-87d0-4010-baac-e4879cab6aa9,Musée National de Géorgie,"[""culture"", ""urbain""]","Plongez dans la riche histoire et la culture géorgienne au Musée National. Abritant une vaste collection d'artefacts archéologiques, d'art médiéval et de trésors en or et argent, il offre un aperçu captivant du passé du pays. Ne manquez pas les expositions sur l'occupation soviétique, qui éclairent une période cruciale de l'histoire géorgienne.","3 Shota Rustaveli Avenue, Tbilisi, Géorgie",Musée,10.0,€,41.6997,44.7937
b78d096a-87d0-4010-baac-e4879cab6aa9,Funiculaire de Tbilissi et Parc Mtatsminda,"[""aventure"", ""urbain"", ""nature""]","Montez à bord du Funiculaire de Tbilissi pour une ascension pittoresque jusqu'au Parc Mtatsminda. Ce parc d'attractions offre une vue panoramique spectaculaire sur toute la ville, des manèges palpitants, des aires de jeux et des restaurants. Idéal pour les familles ou ceux qui recherchent une expérience de divertissement unique avec des paysages à couper le souffle.","Mtatsminda Plateau, Tbilisi, Géorgie","Parc d'attractions, Point de vue",15.0,€€,41.7019,44.7925
d5bca023-e7ef-45a6-bbf3-f27313ce544d,Château de Heidelberg,"[""culture"", ""urbain""]","Le Château de Heidelberg, majestueux vestige historique, domine la ville avec une splendeur romantique. Explorez ses cours impressionnantes, ses ruines fascinantes, et le plus grand tonneau de vin du monde. Ce site emblématique offre des panoramas époustouflants sur la vallée du Neckar et la vieille ville. Une immersion incontournable dans le passé royal et légendaire de Heidelberg, entre architecture gothique et Renaissance.","Schlosshof 1, 69117 Heidelberg, Allemagne",Monument Historique,9.0,€,49.4109,8.7145
d5bca023-e7ef-45a6-bbf3-f27313ce544d,Centre Historique de Heidelberg (Altstadt),"[""urbain"", ""gastronomie"", ""culture""]","Plongez dans le cœur vibrant de Heidelberg en explorant son Centre Historique, l'Altstadt. Flânez dans la Hauptstraße, une des plus longues rues piétonnes d'Europe, bordée de boutiques, cafés pittoresques et restaurants traditionnels. Admirez l'architecture baroque, la Place du Marché et l'Église du Saint-Esprit. Une atmosphère animée où histoire et modernité se rencontrent pour une expérience urbaine mémorable.","Hauptstraße, 69117 Heidelberg, Allemagne",Quartier Historique,0.0,Gratuit,49.4109,8.7
d5bca023-e7ef-45a6-bbf3-f27313ce544d,Chemin des Philosophes,"[""nature"", ""aventure"", ""urbain""]","Suivez les traces des grands penseurs sur le Chemin des Philosophes. Ce sentier idyllique, perché sur la rive nord du Neckar, offre des vues imprenables sur le Château de Heidelberg, la vieille ville et la rivière. Profitez d'une promenade sereine à travers des jardins méditerranéens. Une évasion naturelle paisible, parfaite pour la contemplation et la photographie, offrant des panoramas exceptionnels de la ville historique.","Philosophenweg, 69120 Heidelberg, Allemagne",Sentier Panoramique,0.0,Gratuit,49.4178,8.6917
d5bca023-e7ef-45a6-bbf3-f27313ce544d,Zoo de Heidelberg,"[""nature"", ""urbain""]","Le Zoo de Heidelberg est une destination charmante pour les amoureux des animaux et les familles. Découvrez une grande diversité d'espèces animales du monde entier, des grands félins aux singes agiles, dans des habitats conçus pour leur bien-être. Engagé dans la conservation et l'éducation, le zoo offre une expérience enrichissante, combinant divertissement et sensibilisation à la biodiversité. Une journée passionnante garantie pour petits et grands.","Tiergartenstraße 3, 69120 Heidelberg, Allemagne",Zoo,12.0,€€,49.4239,8.6811
